"exp_index","subject","trial","condition","scenario","box_weight","s1","s2","e1","e2","b1","b2","contestant","strength","effort","bonus"
"1a",101,24,"fail",14,9,5,8,80,50,4,6,1,5,80,4
"1a",101,24,"fail",14,9,5,8,80,50,4,6,2,8,50,6
"1a",101,6,"fail",15,8,6,8,40,30,4,5,1,6,40,4
"1a",101,6,"fail",15,8,6,8,40,30,4,5,2,8,30,5
"1a",101,13,"lift",16,4,5,5,20,60,3,5,1,5,20,3
"1a",101,13,"lift",16,4,5,5,20,60,3,5,2,5,60,5
"1a",101,10,"lift",17,5,6,6,30,80,3,5,1,6,30,3
"1a",101,10,"lift",17,5,6,6,30,80,3,5,2,6,80,5
"1a",101,25,"lift",18,3,4,4,30,60,4,5,1,4,30,4
"1a",101,25,"lift",18,3,4,4,30,60,4,5,2,4,60,5
"1a",101,31,"lift",19,4,5,5,20,70,2,4,1,5,20,2
"1a",101,31,"lift",19,4,5,5,20,70,2,4,2,5,70,4
"1a",101,30,"lift",20,4,8,8,20,40,3,5,1,8,20,3
"1a",101,30,"lift",20,4,8,8,20,40,3,5,2,8,40,5
"1a",101,32,"lift",21,4,4,8,40,40,1,2,1,4,40,1
"1a",101,32,"lift",21,4,4,8,40,40,1,2,2,8,40,2
"1a",101,14,"lift",22,5,4,6,60,60,4,4,1,4,60,4
"1a",101,14,"lift",22,5,4,6,60,60,4,4,2,6,60,4
"1a",101,7,"lift",23,5,2,8,50,50,4,5,1,2,50,4
"1a",101,7,"lift",23,5,2,8,50,50,4,5,2,8,50,5
"1a",101,12,"lift",24,6,5,7,70,70,4,4,1,5,70,4
"1a",101,12,"lift",24,6,5,7,70,70,4,4,2,7,70,4
"1a",101,5,"lift",25,3,6,8,30,30,4,5,1,6,30,4
"1a",101,5,"lift",25,3,6,8,30,30,4,5,2,8,30,5
"1a",101,15,"lift",26,2,2,6,60,20,5,3,1,2,60,5
"1a",101,15,"lift",26,2,2,6,60,20,5,3,2,6,20,3
"1a",101,18,"lift",27,3,3,6,80,40,5,3,1,3,80,5
"1a",101,18,"lift",27,3,3,6,80,40,5,3,2,6,40,3
"1a",101,2,"lift",28,2,4,6,30,20,5,5,1,4,30,5
"1a",101,2,"lift",28,2,4,6,30,20,5,5,2,6,20,5
"1a",101,8,"lift",29,6,5,8,80,50,6,4,1,5,80,6
"1a",101,8,"lift",29,6,5,8,80,50,6,4,2,8,50,4
"1a",101,9,"lift",30,4,6,8,40,30,5,4,1,6,40,5
"1a",101,9,"lift",30,4,6,8,40,30,5,4,2,8,30,4
"1a",102,16,"fail",1,5,5,5,20,60,2,6,1,5,20,2
"1a",102,16,"fail",1,5,5,5,20,60,2,6,2,5,60,6
"1a",102,31,"fail",2,7,6,6,30,80,3,5,1,6,30,3
"1a",102,31,"fail",2,7,6,6,30,80,3,5,2,6,80,5
"1a",102,6,"fail",3,5,4,4,30,60,3,6,1,4,30,3
"1a",102,6,"fail",3,5,4,4,30,60,3,6,2,4,60,6
"1a",102,4,"fail",4,6,5,5,20,70,2,5,1,5,20,2
"1a",102,4,"fail",4,6,5,5,20,70,2,5,2,5,70,5
"1a",102,9,"fail",5,8,8,8,20,40,5,5,1,8,20,5
"1a",102,9,"fail",5,8,8,8,20,40,5,5,2,8,40,5
"1a",102,13,"fail",6,6,4,8,40,40,7,7,1,4,40,7
"1a",102,13,"fail",6,6,4,8,40,40,7,7,2,8,40,7
"1a",102,19,"fail",7,7,4,6,60,60,5,5,1,4,60,5
"1a",102,19,"fail",7,7,4,6,60,60,5,5,2,6,60,5
"1a",102,32,"fail",8,6,2,8,50,50,5,5,1,2,50,5
"1a",102,32,"fail",8,6,2,8,50,50,5,5,2,8,50,5
"1a",102,17,"fail",9,9,5,7,70,70,5,5,1,5,70,5
"1a",102,17,"fail",9,9,5,7,70,70,5,5,2,7,70,5
"1a",102,15,"fail",10,8,6,8,30,30,5,5,1,6,30,5
"1a",102,15,"fail",10,8,6,8,30,30,5,5,2,8,30,5
"1a",102,10,"fail",11,3,2,6,60,20,5,2,1,2,60,5
"1a",102,10,"fail",11,3,2,6,60,20,5,2,2,6,20,2
"1a",102,3,"fail",12,5,3,6,80,40,3,2,1,3,80,3
"1a",102,3,"fail",12,5,3,6,80,40,3,2,2,6,40,2
"1a",102,25,"fail",13,5,4,6,30,20,5,5,1,4,30,5
"1a",102,25,"fail",13,5,4,6,30,20,5,5,2,6,20,5
"1a",102,26,"fail",14,9,5,8,80,50,5,5,1,5,80,5
"1a",102,26,"fail",14,9,5,8,80,50,5,5,2,8,50,5
"1a",102,2,"fail",15,8,6,8,40,30,5,5,1,6,40,5
"1a",102,2,"fail",15,8,6,8,40,30,5,5,2,8,30,5
"1a",102,30,"lift",16,4,5,5,20,60,3,10,1,5,20,3
"1a",102,30,"lift",16,4,5,5,20,60,3,10,2,5,60,10
"1a",102,14,"lift",17,5,6,6,30,80,5,10,1,6,30,5
"1a",102,14,"lift",17,5,6,6,30,80,5,10,2,6,80,10
"1a",102,29,"lift",18,3,4,4,30,60,10,10,1,4,30,10
"1a",102,29,"lift",18,3,4,4,30,60,10,10,2,4,60,10
"1a",102,22,"lift",19,4,5,5,20,70,2,10,1,5,20,2
"1a",102,22,"lift",19,4,5,5,20,70,2,10,2,5,70,10
"1a",102,28,"lift",20,4,8,8,20,40,10,10,1,8,20,10
"1a",102,28,"lift",20,4,8,8,20,40,10,10,2,8,40,10
"1a",102,20,"lift",21,4,4,8,40,40,10,10,1,4,40,10
"1a",102,20,"lift",21,4,4,8,40,40,10,10,2,8,40,10
"1a",102,1,"lift",22,5,4,6,60,60,10,10,1,4,60,10
"1a",102,1,"lift",22,5,4,6,60,60,10,10,2,6,60,10
"1a",102,8,"lift",23,5,2,8,50,50,6,10,1,2,50,6
"1a",102,8,"lift",23,5,2,8,50,50,6,10,2,8,50,10
"1a",102,5,"lift",24,6,5,7,70,70,10,10,1,5,70,10
"1a",102,5,"lift",24,6,5,7,70,70,10,10,2,7,70,10
"1a",102,12,"lift",25,3,6,8,30,30,10,10,1,6,30,10
"1a",102,12,"lift",25,3,6,8,30,30,10,10,2,8,30,10
"1a",102,21,"lift",26,2,2,6,60,20,10,3,1,2,60,10
"1a",102,21,"lift",26,2,2,6,60,20,10,3,2,6,20,3
"1a",102,27,"lift",27,3,3,6,80,40,10,10,1,3,80,10
"1a",102,27,"lift",27,3,3,6,80,40,10,10,2,6,40,10
"1a",102,24,"lift",28,2,4,6,30,20,10,9,1,4,30,10
"1a",102,24,"lift",28,2,4,6,30,20,10,9,2,6,20,9
"1a",102,18,"lift",29,6,5,8,80,50,10,5,1,5,80,10
"1a",102,18,"lift",29,6,5,8,80,50,10,5,2,8,50,5
"1a",102,7,"lift",30,4,6,8,40,30,9,10,1,6,40,9
"1a",102,7,"lift",30,4,6,8,40,30,9,10,2,8,30,10
"1a",103,6,"fail",1,5,5,5,20,60,0,1,1,5,20,0
"1a",103,6,"fail",1,5,5,5,20,60,0,1,2,5,60,1
"1a",103,2,"fail",2,7,6,6,30,80,1,5,1,6,30,1
"1a",103,2,"fail",2,7,6,6,30,80,1,5,2,6,80,5
"1a",103,12,"fail",3,5,4,4,30,60,0,1,1,4,30,0
"1a",103,12,"fail",3,5,4,4,30,60,0,1,2,4,60,1
"1a",103,24,"fail",4,6,5,5,20,70,0,2,1,5,20,0
"1a",103,24,"fail",4,6,5,5,20,70,0,2,2,5,70,2
"1a",103,1,"fail",5,8,8,8,20,40,1,2,1,8,20,1
"1a",103,1,"fail",5,8,8,8,20,40,1,2,2,8,40,2
"1a",103,26,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",103,26,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",103,27,"fail",7,7,4,6,60,60,1,1,1,4,60,1
"1a",103,27,"fail",7,7,4,6,60,60,1,1,2,6,60,1
"1a",103,5,"fail",8,6,2,8,50,50,2,1,1,2,50,2
"1a",103,5,"fail",8,6,2,8,50,50,2,1,2,8,50,1
"1a",103,8,"fail",9,9,5,7,70,70,2,2,1,5,70,2
"1a",103,8,"fail",9,9,5,7,70,70,2,2,2,7,70,2
"1a",103,18,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",103,18,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",103,10,"fail",11,3,2,6,60,20,1,0,1,2,60,1
"1a",103,10,"fail",11,3,2,6,60,20,1,0,2,6,20,0
"1a",103,30,"fail",12,5,3,6,80,40,1,0,1,3,80,1
"1a",103,30,"fail",12,5,3,6,80,40,1,0,2,6,40,0
"1a",103,17,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",103,17,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",103,9,"fail",14,9,5,8,80,50,1,1,1,5,80,1
"1a",103,9,"fail",14,9,5,8,80,50,1,1,2,8,50,1
"1a",103,16,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",103,16,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",103,22,"lift",16,4,5,5,20,60,2,5,1,5,20,2
"1a",103,22,"lift",16,4,5,5,20,60,2,5,2,5,60,5
"1a",103,4,"lift",17,5,6,6,30,80,1,5,1,6,30,1
"1a",103,4,"lift",17,5,6,6,30,80,1,5,2,6,80,5
"1a",103,20,"lift",18,3,4,4,30,60,2,5,1,4,30,2
"1a",103,20,"lift",18,3,4,4,30,60,2,5,2,4,60,5
"1a",103,28,"lift",19,4,5,5,20,70,1,4,1,5,20,1
"1a",103,28,"lift",19,4,5,5,20,70,1,4,2,5,70,4
"1a",103,7,"lift",20,4,8,8,20,40,1,2,1,8,20,1
"1a",103,7,"lift",20,4,8,8,20,40,1,2,2,8,40,2
"1a",103,13,"lift",21,4,4,8,40,40,3,3,1,4,40,3
"1a",103,13,"lift",21,4,4,8,40,40,3,3,2,8,40,3
"1a",103,3,"lift",22,5,4,6,60,60,4,4,1,4,60,4
"1a",103,3,"lift",22,5,4,6,60,60,4,4,2,6,60,4
"1a",103,21,"lift",23,5,2,8,50,50,5,4,1,2,50,5
"1a",103,21,"lift",23,5,2,8,50,50,5,4,2,8,50,4
"1a",103,25,"lift",24,6,5,7,70,70,5,5,1,5,70,5
"1a",103,25,"lift",24,6,5,7,70,70,5,5,2,7,70,5
"1a",103,15,"lift",25,3,6,8,30,30,3,3,1,6,30,3
"1a",103,15,"lift",25,3,6,8,30,30,3,3,2,8,30,3
"1a",103,32,"lift",26,2,2,6,60,20,4,2,1,2,60,4
"1a",103,32,"lift",26,2,2,6,60,20,4,2,2,6,20,2
"1a",103,31,"lift",27,3,3,6,80,40,5,4,1,3,80,5
"1a",103,31,"lift",27,3,3,6,80,40,5,4,2,6,40,4
"1a",103,29,"lift",28,2,4,6,30,20,2,2,1,4,30,2
"1a",103,29,"lift",28,2,4,6,30,20,2,2,2,6,20,2
"1a",103,14,"lift",29,6,5,8,80,50,5,4,1,5,80,5
"1a",103,14,"lift",29,6,5,8,80,50,5,4,2,8,50,4
"1a",103,19,"lift",30,4,6,8,40,30,3,2,1,6,40,3
"1a",103,19,"lift",30,4,6,8,40,30,3,2,2,8,30,2
"1a",104,7,"fail",1,5,5,5,20,60,0,0,1,5,20,0
"1a",104,7,"fail",1,5,5,5,20,60,0,0,2,5,60,0
"1a",104,8,"fail",2,7,6,6,30,80,0,2,1,6,30,0
"1a",104,8,"fail",2,7,6,6,30,80,0,2,2,6,80,2
"1a",104,9,"fail",3,5,4,4,30,60,0,0,1,4,30,0
"1a",104,9,"fail",3,5,4,4,30,60,0,0,2,4,60,0
"1a",104,1,"fail",4,6,5,5,20,70,0,5,1,5,20,0
"1a",104,1,"fail",4,6,5,5,20,70,0,5,2,5,70,5
"1a",104,3,"fail",5,8,8,8,20,40,0,0,1,8,20,0
"1a",104,3,"fail",5,8,8,8,20,40,0,0,2,8,40,0
"1a",104,22,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",104,22,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",104,26,"fail",7,7,4,6,60,60,1,1,1,4,60,1
"1a",104,26,"fail",7,7,4,6,60,60,1,1,2,6,60,1
"1a",104,13,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",104,13,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",104,5,"fail",9,9,5,7,70,70,2,2,1,5,70,2
"1a",104,5,"fail",9,9,5,7,70,70,2,2,2,7,70,2
"1a",104,10,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",104,10,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",104,28,"fail",11,3,2,6,60,20,1,0,1,2,60,1
"1a",104,28,"fail",11,3,2,6,60,20,1,0,2,6,20,0
"1a",104,19,"fail",12,5,3,6,80,40,2,0,1,3,80,2
"1a",104,19,"fail",12,5,3,6,80,40,2,0,2,6,40,0
"1a",104,25,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",104,25,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",104,30,"fail",14,9,5,8,80,50,2,1,1,5,80,2
"1a",104,30,"fail",14,9,5,8,80,50,2,1,2,8,50,1
"1a",104,24,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",104,24,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",104,6,"lift",16,4,5,5,20,60,5,6,1,5,20,5
"1a",104,6,"lift",16,4,5,5,20,60,5,6,2,5,60,6
"1a",104,27,"lift",17,5,6,6,30,80,10,10,1,6,30,10
"1a",104,27,"lift",17,5,6,6,30,80,10,10,2,6,80,10
"1a",104,12,"lift",18,3,4,4,30,60,10,10,1,4,30,10
"1a",104,12,"lift",18,3,4,4,30,60,10,10,2,4,60,10
"1a",104,31,"lift",19,4,5,5,20,70,10,10,1,5,20,10
"1a",104,31,"lift",19,4,5,5,20,70,10,10,2,5,70,10
"1a",104,2,"lift",20,4,8,8,20,40,6,6,1,8,20,6
"1a",104,2,"lift",20,4,8,8,20,40,6,6,2,8,40,6
"1a",104,4,"lift",21,4,4,8,40,40,10,10,1,4,40,10
"1a",104,4,"lift",21,4,4,8,40,40,10,10,2,8,40,10
"1a",104,16,"lift",22,5,4,6,60,60,10,10,1,4,60,10
"1a",104,16,"lift",22,5,4,6,60,60,10,10,2,6,60,10
"1a",104,17,"lift",23,5,2,8,50,50,10,10,1,2,50,10
"1a",104,17,"lift",23,5,2,8,50,50,10,10,2,8,50,10
"1a",104,15,"lift",24,6,5,7,70,70,10,10,1,5,70,10
"1a",104,15,"lift",24,6,5,7,70,70,10,10,2,7,70,10
"1a",104,21,"lift",25,3,6,8,30,30,10,10,1,6,30,10
"1a",104,21,"lift",25,3,6,8,30,30,10,10,2,8,30,10
"1a",104,18,"lift",26,2,2,6,60,20,10,10,1,2,60,10
"1a",104,18,"lift",26,2,2,6,60,20,10,10,2,6,20,10
"1a",104,29,"lift",27,3,3,6,80,40,10,10,1,3,80,10
"1a",104,29,"lift",27,3,3,6,80,40,10,10,2,6,40,10
"1a",104,32,"lift",28,2,4,6,30,20,10,10,1,4,30,10
"1a",104,32,"lift",28,2,4,6,30,20,10,10,2,6,20,10
"1a",104,14,"lift",29,6,5,8,80,50,10,10,1,5,80,10
"1a",104,14,"lift",29,6,5,8,80,50,10,10,2,8,50,10
"1a",104,20,"lift",30,4,6,8,40,30,10,10,1,6,40,10
"1a",104,20,"lift",30,4,6,8,40,30,10,10,2,8,30,10
"1a",105,21,"fail",1,5,5,5,20,60,0,0,1,5,20,0
"1a",105,21,"fail",1,5,5,5,20,60,0,0,2,5,60,0
"1a",105,3,"fail",2,7,6,6,30,80,10,10,1,6,30,10
"1a",105,3,"fail",2,7,6,6,30,80,10,10,2,6,80,10
"1a",105,18,"fail",3,5,4,4,30,60,10,10,1,4,30,10
"1a",105,18,"fail",3,5,4,4,30,60,10,10,2,4,60,10
"1a",105,27,"fail",4,6,5,5,20,70,10,10,1,5,20,10
"1a",105,27,"fail",4,6,5,5,20,70,10,10,2,5,70,10
"1a",105,15,"fail",5,8,8,8,20,40,0,0,1,8,20,0
"1a",105,15,"fail",5,8,8,8,20,40,0,0,2,8,40,0
"1a",105,13,"fail",6,6,4,8,40,40,10,2,1,4,40,10
"1a",105,13,"fail",6,6,4,8,40,40,10,2,2,8,40,2
"1a",105,16,"fail",7,7,4,6,60,60,10,10,1,4,60,10
"1a",105,16,"fail",7,7,4,6,60,60,10,10,2,6,60,10
"1a",105,22,"fail",8,6,2,8,50,50,10,2,1,2,50,10
"1a",105,22,"fail",8,6,2,8,50,50,10,2,2,8,50,2
"1a",105,8,"fail",9,9,5,7,70,70,10,10,1,5,70,10
"1a",105,8,"fail",9,9,5,7,70,70,10,10,2,7,70,10
"1a",105,24,"fail",10,8,6,8,30,30,2,2,1,6,30,2
"1a",105,24,"fail",10,8,6,8,30,30,2,2,2,8,30,2
"1a",105,1,"fail",11,3,2,6,60,20,10,2,1,2,60,10
"1a",105,1,"fail",11,3,2,6,60,20,10,2,2,6,20,2
"1a",105,26,"fail",12,5,3,6,80,40,10,2,1,3,80,10
"1a",105,26,"fail",12,5,3,6,80,40,10,2,2,6,40,2
"1a",105,7,"fail",13,5,4,6,30,20,10,2,1,4,30,10
"1a",105,7,"fail",13,5,4,6,30,20,10,2,2,6,20,2
"1a",105,2,"fail",14,9,5,8,80,50,10,10,1,5,80,10
"1a",105,2,"fail",14,9,5,8,80,50,10,10,2,8,50,10
"1a",105,30,"fail",15,8,6,8,40,30,10,2,1,6,40,10
"1a",105,30,"fail",15,8,6,8,40,30,10,2,2,8,30,2
"1a",105,19,"lift",16,4,5,5,20,60,10,10,1,5,20,10
"1a",105,19,"lift",16,4,5,5,20,60,10,10,2,5,60,10
"1a",105,32,"lift",17,5,6,6,30,80,10,10,1,6,30,10
"1a",105,32,"lift",17,5,6,6,30,80,10,10,2,6,80,10
"1a",105,17,"lift",18,3,4,4,30,60,10,10,1,4,30,10
"1a",105,17,"lift",18,3,4,4,30,60,10,10,2,4,60,10
"1a",105,10,"lift",19,4,5,5,20,70,10,10,1,5,20,10
"1a",105,10,"lift",19,4,5,5,20,70,10,10,2,5,70,10
"1a",105,25,"lift",20,4,8,8,20,40,10,10,1,8,20,10
"1a",105,25,"lift",20,4,8,8,20,40,10,10,2,8,40,10
"1a",105,28,"lift",21,4,4,8,40,40,10,10,1,4,40,10
"1a",105,28,"lift",21,4,4,8,40,40,10,10,2,8,40,10
"1a",105,20,"lift",22,5,4,6,60,60,10,10,1,4,60,10
"1a",105,20,"lift",22,5,4,6,60,60,10,10,2,6,60,10
"1a",105,29,"lift",23,5,2,8,50,50,10,10,1,2,50,10
"1a",105,29,"lift",23,5,2,8,50,50,10,10,2,8,50,10
"1a",105,9,"lift",24,6,5,7,70,70,10,10,1,5,70,10
"1a",105,9,"lift",24,6,5,7,70,70,10,10,2,7,70,10
"1a",105,31,"lift",25,3,6,8,30,30,10,10,1,6,30,10
"1a",105,31,"lift",25,3,6,8,30,30,10,10,2,8,30,10
"1a",105,4,"lift",26,2,2,6,60,20,10,10,1,2,60,10
"1a",105,4,"lift",26,2,2,6,60,20,10,10,2,6,20,10
"1a",105,12,"lift",27,3,3,6,80,40,10,10,1,3,80,10
"1a",105,12,"lift",27,3,3,6,80,40,10,10,2,6,40,10
"1a",105,14,"lift",28,2,4,6,30,20,10,10,1,4,30,10
"1a",105,14,"lift",28,2,4,6,30,20,10,10,2,6,20,10
"1a",105,6,"lift",29,6,5,8,80,50,10,10,1,5,80,10
"1a",105,6,"lift",29,6,5,8,80,50,10,10,2,8,50,10
"1a",105,5,"lift",30,4,6,8,40,30,10,10,1,6,40,10
"1a",105,5,"lift",30,4,6,8,40,30,10,10,2,8,30,10
